run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,success,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,21,rescale_to_unit,1,0.25,0.0,0.25,2.666,0,0
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,22,filter_integers,1,0.5,0.0,0.5,3.232,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,23,strlen,1,0.0,0.0,0.0,1.583,0,0
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,24,largest_divisor,0,0.5,0.5,0.0,3.697,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,25,factorize,1,0.5,0.0,0.5,4.591,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,26,remove_duplicates,0,0.2,0.0,0.2,2.292,0,0
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,27,flip_case,1,0.5,0.5,0.0,2.432,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,28,concatenate,1,0.5,0.5,0.0,7.168,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,29,filter_by_prefix,1,0.5,0.8,-0.3,6.511,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,30,get_positive,1,0.5,0.8,-0.3,2.756,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,31,is_prime,1,0.5,0.5,0.0,3.793,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,32,find_zero,0,0.5,0.0,0.5,5.255,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,33,sort_third,0,0.5,0.5,0.0,3.155,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,34,unique,1,0.2,0.0,0.2,1.672,0,0
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,35,max_element,1,0.5,0.5,0.0,2.509,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,36,fizz_buzz,0,0.0,0.0,0.0,2.271,0,0
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,37,sort_even,0,0.5,0.5,0.0,7.381,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,38,decode_cyclic,0,0.5,0.0,0.5,5.914,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,39,prime_fib,0,0.5,0.5,0.0,4.354,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,40,triples_sum_to_zero,0,0.5,0.0,0.5,3.812,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,41,car_race_collision,0,0.5,0.0,0.5,3.066,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,42,incr_list,1,0.5,0.5,0.0,3.004,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,43,pairs_sum_to_zero,0,0.5,0.5,0.0,3.546,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,44,change_base,1,0.2,0.0,0.2,2.532,0,0
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,45,triangle_area,1,0.0,1.0,-1.0,1.806,0,0
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,46,fib4,0,0.5,0.0,0.5,5.363,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,47,median,0,0.5,1.0,-0.5,5.709,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,48,is_palindrome,1,0.5,0.0,0.5,2.865,1,1
20260308_194315,mon-t0.0-th0.4,with_monitoring,0.0,0.4,49,modp,0,0.0,0.0,0.0,1.43,0,0
