run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,success,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,22,filter_integers,1,0.5,0.0,0.5,2.162,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,23,strlen,1,1.0,0.0,1.0,2.101,1,1
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,24,largest_divisor,1,0.5,0.0,0.5,2.155,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,25,factorize,1,0.5,0.0,0.5,2.879,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,26,remove_duplicates,0,0.5,0.0,0.5,2.352,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,27,flip_case,1,0.0,0.0,0.0,1.661,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,28,concatenate,1,0.2,0.0,0.2,1.583,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,29,filter_by_prefix,1,0.5,0.0,0.5,2.188,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,30,get_positive,1,0.0,0.0,0.0,1.435,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,31,is_prime,1,0.25,0.0,0.25,2.315,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,32,find_zero,0,0.5,0.0,0.5,3.393,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,33,sort_third,0,0.5,1.0,-0.5,2.014,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,34,unique,1,0.8,0.5,0.3,2.681,1,1
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,35,max_element,1,0.5,0.0,0.5,1.64,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,36,fizz_buzz,0,0.0,0.0,0.0,2.238,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,37,sort_even,0,0.5,1.0,-0.5,1.852,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,38,decode_cyclic,0,0.5,0.0,0.5,3.162,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,39,prime_fib,1,0.5,0.0,0.5,3.742,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,40,triples_sum_to_zero,0,0.0,1.0,-1.0,2.775,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,41,car_race_collision,0,0.0,0.0,0.0,2.076,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,42,incr_list,1,0.5,0.0,0.5,1.803,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,43,pairs_sum_to_zero,1,0.0,0.0,0.0,2.207,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,44,change_base,1,0.5,0.0,0.5,2.518,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,45,triangle_area,1,0.0,0.0,0.0,2.137,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,46,fib4,0,0.0,0.0,0.0,3.777,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,47,median,1,0.8,0.0,0.8,4.004,1,1
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,48,is_palindrome,1,0.5,0.0,0.5,1.864,0,0
20260308_194635,mon-t0.3-th0.6,with_monitoring,0.3,0.6,49,modp,1,0.5,0.0,0.5,2.194,0,0
